product_name,brand,category,skin_type_target,full_ingredients,main_concerns,source_url ,확인
나이아신아마이드 10% + 징크 1%,디오디너리 ,에센스/세럼/앰플,모든 피부,"정제수, 나이아신아마이드(10%), 펜틸렌글라이콜, 징크피씨에이(징크로서,1%), 다이메틸아이소소바이드, 타마린드씨검, 잔탄검, 아이소세테스-20, 에톡시다이글라이콜, 페녹시에탄올, 클로페네신",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158615&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=10,O
징크테카 트러블 세럼,브링그린,에센스/세럼/앰플,모든 피부,"정제수, 에톡시다이글라이콜, 메틸프로판다이올, 메틸글루세스-20, 1,2-헥산다이올, 나이아신아마이드, 병풀추출물, 티트리추출물, 티트리잎추출물, 티트리꽃/잎/줄기추출물, 몰로키아잎추출물**, 신선초추출물**, 연꽃뿌리추출물**, 오크라열매추출물**, 참마뿌리추출물**, 하이드로제네이티드레시틴, 티트리잎수, 티트리잎오일, 옥틸도데칸올, 옥틸도데세스-16, 아시아티코사이드*(4,800ppm), 마데카식애씨드*(3,600ppm), 글라이코리피드, 아시아틱애씨드*(3,600ppm), C12-13알케스-9, 카보머, 트로메타민, 피브이피, 소듐폴리아크릴레이트, 다이소듐이디티에이, 4-터피네올, 징크피씨에이(1ppm), 에틸헥실글리세린",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200646&dispCatNo=100000100010014&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=10,O
하이드라비오 에센스로션,바이오더마 ,에센스/세럼/앰플,"수분 부족, 건성 피부 및 모든 피부","정제수, 메틸프로판다이올, 나이아신아마이드, 피피지-26-부테스-26, 피이지-40하이드로제네이티드캐스터오일, 소듐피씨에이, 다이소듐이디티에이, 살리실릭애씨드, 하이드록시에틸셀룰로오스, 만니톨, 소듐시트레이트, 토코페릴아세테이트, 자일리톨, 헥실데칸올, 세트리모늄브로마이드, 향료, 벤조트라이아졸릴도데실p-크레솔, 람노오스, 소듐하이드록사이드, 사과씨추출물, 유채스테롤, 토코페롤",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255227&dispCatNo=100000100010014&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=11,O
피디알엔 히알루론산 캡슐 100 세럼,아누아 ,에센스/세럼/앰플,모든 피부,"하이드롤라이즈드하이알루로닉애씨드(29,049ppm), 나이아신아마이드, 하이드롤라이즈드콜라겐, 소듐하이알루로 네이트(800ppm), 아데노신, 소듐디엔에이(100ppm), 하이알 루로닉애씨드(30ppm), 하이드롤라이즈드소듐하이알루로네이 트(30ppm), 하이드록시프로필트라이모늄하이알루로네이트 (30ppm), 포타슘하이알루로네이트(30ppm), 소듐하이알루 로네이트크로스폴리머(30ppm), 소듐아세틸레이티드하이알 루로네이트(1ppm), 시트릭애씨드 * 피디알엔: 소듐디엔에이",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=13,O
트러블 세범 리밸런싱 131 앰플,셀라딕스 ,에센스/세럼/앰플,모든 피부,"정제수,다이프로필렌글라이콜,부틸렌글라이콜,글리세레스-26,나이아신아마이드,글리세린,베타인,피토스테롤,세라마이드엔피,스쿠알란,라우릭애씨드,아라키딕애씨드,베헤닉애씨드,베타-글루칸,참오동나무잎추출물,육계나무껍질추출물,생달나무잎추출물,녹나무잎추출물,월계수잎추출물,고수추출물,유칼립투스잎추출물,황금추출물,후박나무가지추출물,1,2-헥산다이올,폴리글리세릴-10라우레이트,폴리글리세릴-10미리스테이트,하이드록시아세토페논,판테놀,아데노신,다이소듐이디티에이,소듐하이알루로네이트,잔탄검,소듐폴리아크릴레이트,에틸헥실글리세린,베르가모트오일,라반딘오일,오렌지껍질오일,라벤더오일,발삼아미리스껍질오일,바질오일,리모넨,리날룰",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224494&dispCatNo=100000100010014&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=14,O
데일리뮨 앰플 ,피지오겔,에센스/세럼/앰플,모든 피부,"정제수, 다이프로필렌글라이콜, 프로판다이올, 아스코빅애씨드, 2,3-부탄다이올, 글리세린, 변성알코올, 판테놀, 글라이코실트레할로오스, 하이드로제네이티드스타치하이드롤리세이트, 1,2-헥산다이올, 솔비톨, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 알란토인, 마데카소사이드, 트레할로오스, 부틸렌글라이콜, 베티버뿌리오일, 덱스트린, 소듐하이알루로네이트, 잇꽃꽃추출물, 카카오씨추출물, 후추열매오일, 생강오일, 홍삼추출물, 영지버섯추출물, 토코페롤, 페룰릭애씨드, 스쿠알란, 카프릴릭/카프릭트라이글리세라이드, 세라마이드엔피, 하이드로제네이티드레시틴, 육계잎오일, 다마스크장미꽃오일, 돌콩오일, 다이소듐이디티에이, 트로메타민",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000243677&dispCatNo=100000100010014&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=19,O
그린토마토 NMN 포어 리프팅 앰플,성분에디터 ,에센스/세럼/앰플,모든 피부,"토마토수(680,000 ppm), 정제수, 부틸렌글라이콜, 글리세린, 자일리톨, 1,2-헥산다이올, 다이프로 필렌글라이콜, 나이아신아마이드, 니코틴아마이드모노뉴클레오타이드(10,000 ppm),트레할로오스, 잔탄검, 카보머, 페닐트라이메티콘, 트로메타민, 알란토인, C12-13알케스-9, 폴리메틸실세스퀴옥세인, 소듐시트레이트, 에틸헥실글리세린, 잇꽃꽃추출물, 메틸다이하이드로자스모네이트, 다이포타슘글리시리제이트, 아데노신, 다이소듐이디티에이, 치자추출물, 덱스트린, 토마토추출물(400 ppm), 에틸렌브라 실레이트, 글루코노락톤, 판테놀, 2-t-부틸사이클로헥실아세테이트, 칡뿌리추출물, 달맞이꽃꽃추출물, 대왕소나무잎추출물, 당느릅나무뿌리추출물, 피브로넥틴, 니코틴아마 이드아데닌다이뉴클레오타이드, 소듐하이알루로네이트, 아데노신트라이포스페이트,하이드로제네이티드레시틴, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드록시프로필트라이모늄하이알루로네이트, 하이드로제네이티드폴리아이소부텐, 벤질글라이콜, 세라마이드엔피, 토코페롤, 하이드롤라이즈드엘라스틴, 폴리글리세릴-10라우레이트, 데이지꽃추 출물, 수용성프로테오글리칸, 유채스테롤, 토마토즙(0.1 ppm), 토마토열매/잎/줄기추출물(0.1 ppm), 페네틸알코올, 하이드롤라이 즈드콜라겐, 라즈베리케톤, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 콜레스테롤, 라이소레시틴, 올레익애씨드, 글라이코사미노글리칸, 소듐클로라이드, 포타슘포스페이트, 포타슘클로라이드, 다이소듐포스페이트, 하이드롤라이즈드식물성단백질, 지모뿌리추출물, 라이코펜, 콜라겐추출물, 리날릴아세테이트, 에틸리날룰, 유칼립톨, 메틸렌다이옥시페닐메틸프로판알, 헥세닐아세테이트, 2,4-다이 메틸-3-사이클로헥신카복스알데하이드, 3-헥센올",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000258649&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=19,O
5번 글루타치온C 흔적 앰플,넘버즈인 ,에센스/세럼/앰플,모든 피부,"정제수, 부틸렌글라이콜, 나이아신아마이드(50,000 ppm), 판테놀(50,000 ppm), 트라넥사믹애씨드(40,000 ppm), 1,2-헥산다이올, 네오펜틸글라이콜다이카프레이트, 카프릴릭/카프릭트라이글리세라이드, 솔비톨, 월귤추출물, 아이리쉬모스추출물, 시어버터, 사탕수수추출물, 알파-알부틴, 비피다발효용해물, 소듐하이알루로네이트, 인도멀구슬나무꽃추출물, 홀리바질잎추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 참산호말추출물, 흰목이버섯추출물, 펜틸렌글라이콜, 글리세린, 3-O-에틸아스코빅애씨드(2,000 ppm), 비사보롤, 트로메타민, 에틸헥실글리세린, 아데노신, 하이드로제네이티드레시틴, 알란토인, 글루타티온(100 ppm), 세라마이드엔피, 베타-글루칸, 다이포타슘글리시리제이트, 토코페롤, 아스코빅애씨드(1 ppb), 아스코빌글루코사이드(1 ppb), 토코페릴아세테이트, 하이드록시프로필사이클로덱스트린, 유비퀴논, 티옥틱애씨드, 포타슘하이드록사이드, 베헤닐알코올, 카보머, 잔탄검, 다이소듐이디티에이",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189837&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=22,O
 아토베리어365 하이드로에센스,에스트라,에센스/세럼/앰플,모든 피부,"정제수, 부틸렌글라이콜, 글리세린, 스쿠알란, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카보머, 트로메타민, 글리세릴카프릴레이트, 에틸헥실글리세린, 다이소듐이디티에이, 낫토검, 스테아릭애씨드, 하이드록시프로필비스팔미타마이드엠이에이, 만니톨, 피씨에이, 락틱애씨드, 글루코오스, 글라이신, 우레아, 소듐글리세로포스페이트, 세린, 글루타믹애씨드, 토코페롤, 아크릴레이트/암모늄메타크릴레이트코폴리머, 포타슘마그네슘아스파테이트, 아스파틱애씨드, 류신, 소듐클로라이드, 알라닌, 라이신, 알지닌, 칼슘글루코네이트, 마그네슘글루코네이트, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 시트릭애씨드, 콜레스테롤, 히스티딘, 실리카, 아세틸글루코사민, 크레아틴, 우릭애씨드, 시스테인, 메티오닌",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222837&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=23,O
노스카나인 트러블 세럼,파티온 ,에센스/세럼/앰플,모든 피부,"정제수, 글리세린, 다이프로필렌글라이콜, 판테놀, 1,2-헥산다이올, 펜틸렌글라이콜, 소듐하이알루로네이트, 다이에톡시에틸석시네이트, 하이드록시에틸우레아, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트로메타민, 알란토인, 하이드록시아세토페논, 에틸헥실글리세린, 폴리글리세릴-10라우레이트, 석시닉애씨드, 잔탄검, 소듐헤파린, 쑥잎추출물, 병풀추출물, 사과추출물, 토코페롤, 카프릴릴/카프릴글루코사이드, 하이드로제네이티드레시틴, 세라마이드엔피",,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219717&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=25,O
여기까지해야 20개 ,,,,,,,
